Gene ID,NC24h_pi_1,NC24h_pi_2,NC24h_pi_3,X24h_pi_1,X24h_pi_2,X24h_pi_3,NC48h_pi_1,NC48h_pi_2,NC48h_pi_3,X48h_pi_1,X48h_pi_2,X48h_pi_3,NC72h_pi_1,NC72h_pi_2,NC72h_pi_3,X72h_pi_1,X72h_pi_2,X72h_pi_3,NC96h_pi_1,NC96h_pi_2,NC96h_pi_3,X96h_pi_1,X96h_pi_2,X96h_pi_3
c196097_g2,1,5,2,14,9,13,1,5,2,19,24,19,1,5,2,27,11,9,1,5,2,36,11,6
c196117_g3,0,0,0,7,3,3,0,0,0,11,16,5,0,0,0,3,3,1,0,0,0,2,1,2
c196135_g6,0,0,0,1,0,0,0,0,0,4,2,2,0,0,0,1,0,2,0,0,0,4,0,0
c196149_g4,0,0,0,8,10,10,0,0,0,20,18,14,0,0,0,6,11,11,0,0,0,38,13,6
c196165_g4,0,0,0,83,44,60,0,0,0,58,97,87,0,0,0,26,24,74,0,0,0,92,34,24
c196190_g1,0,2,0,5,9,8,0,2,0,6,1,4,0,2,0,11,8,4,0,2,0,4,4,3
c196206_g2,9,4,1,24,12,27,9,4,1,23,15,26,9,4,1,12,7,63,9,4,1,36,16,14
c196224_g2,308,201,296,137,124,128,308,201,296,112,202,173,308,201,296,131,120,78,308,201,296,233,67,44
c196247_g3,0,2,2,49,35,51,0,2,2,49,74,68,0,2,2,83,36,77,0,2,2,148,66,20
c196270_g1,20,16,20,122,134,150,20,16,20,210,203,177,20,16,20,640,280,239,20,16,20,669,306,71
c196295_g2,0,0,3,4,13,2,0,0,3,1,4,3,0,0,3,2,1,2,0,0,3,1,0,2
c196315_g5,1,1,3,7,3,3,1,1,3,3,2,0,1,1,3,2,2,0,1,1,3,7,1,0
c196329_g7,0,0,0,7,6,4,0,0,0,2,3,3,0,0,0,2,3,2,0,0,0,8,2,3
c196348_g2,1,0,0,12,20,15,1,0,0,1,14,8,1,0,0,21,6,12,1,0,0,20,8,4
c196365_g8,80,65,72,132,106,152,80,65,72,142,149,188,80,65,72,53,45,38,80,65,72,95,57,37
c196383_g2,0,1,1,6,9,9,0,1,1,9,9,5,0,1,1,9,4,4,0,1,1,15,5,4
c196401_g2,44,28,24,15,12,16,44,28,24,15,24,21,44,28,24,19,13,33,44,28,24,61,7,38
c196418_g4,0,0,0,3,1,3,0,0,0,0,1,3,0,0,0,2,1,2,0,0,0,11,2,5
c196432_g1,10,9,9,101,73,126,10,9,9,114,120,129,10,9,9,126,78,177,10,9,9,257,166,28
c196449_g1,0,0,0,3,15,7,0,0,0,1,4,3,0,0,0,0,1,8,0,0,0,3,4,1
c196465_g2,3,2,5,5,8,4,3,2,5,11,21,16,3,2,5,2,2,10,3,2,5,15,9,6
c196488_g1,0,53,63,0,1,8,0,53,63,11,1,0,0,53,63,26,33,21,0,53,63,1,1,61
c196507_g2,10,12,8,4,2,8,10,12,8,3,3,1,10,12,8,1,3,6,10,12,8,10,4,3
c196532_g1,0,3,3,80,42,88,0,3,3,141,158,100,0,3,3,277,108,24,0,3,3,133,87,15
c196547_g1,2386,1716,3994,29725,16635,27235,2386,1716,3994,22702,18221,23279,2386,1716,3994,66303,40954,6118,2386,1716,3994,40312,17546,1311
c196571_g6,3,0,0,2,1,0,3,0,0,0,2,5,3,0,0,0,0,0,3,0,0,4,2,0
c196587_g1,794,1081,1242,962,848,1013,794,1081,1242,1497,1901,1812,794,1081,1242,2042,1369,1042,794,1081,1242,3226,1335,389
c196602_g3,0,0,2,6,8,5,0,0,2,9,11,4,0,0,2,9,7,4,0,0,2,29,10,6
c196617_g2,48,27,38,46,53,49,48,27,38,39,54,70,48,27,38,82,51,27,48,27,38,76,30,9
c196634_g1,63,43,84,67,58,38,63,43,84,28,39,47,63,43,84,34,9,65,63,43,84,97,27,40
c196653_g1,3,2,2,14,16,9,3,2,2,15,19,14,3,2,2,16,8,11,3,2,2,18,6,8
c196670_g3,21,19,25,43,72,46,21,19,25,33,34,47,21,19,25,57,30,16,21,19,25,66,18,18
c196684_g5,0,0,0,15,22,11,0,0,0,21,34,26,0,0,0,8,8,27,0,0,0,40,23,10
c196702_g5,42,20,23,6,13,11,42,20,23,24,17,12,42,20,23,106,23,30,42,20,23,98,40,8
c196718_g1,0,1,3,9,12,14,0,1,3,18,23,20,0,1,3,0,4,3,0,1,3,18,14,6
c196739_g1,61,41,36,28,41,27,61,41,36,32,38,40,61,41,36,63,41,61,61,41,36,181,60,16
c196756_g1,8,1,5,6,3,4,8,1,5,1,2,2,8,1,5,1,4,0,8,1,5,2,2,2
c196774_g3,0,0,3,18,29,20,0,0,3,8,24,12,0,0,3,4,5,26,0,0,3,8,6,5
c196789_g2,49,62,67,41,40,42,49,62,67,17,29,17,49,62,67,5,10,40,49,62,67,17,15,26
c196806_g7,143,105,155,1083,501,1260,143,105,155,1302,1091,1641,143,105,155,1156,1496,1176,143,105,155,1787,1095,431
c196826_g1,2,5,10,24,25,29,2,5,10,25,28,18,2,5,10,14,24,10,2,5,10,27,3,14
c196846_g1,86,72,123,413,333,519,86,72,123,524,491,556,86,72,123,664,383,321,86,72,123,775,378,222
c196864_g3,0,0,0,12,5,8,0,0,0,18,12,20,0,0,0,9,9,4,0,0,0,19,8,2
c196878_g1,39,44,68,44,30,54,39,44,68,32,32,39,39,44,68,10,14,21,39,44,68,40,19,11
c196896_g2,8,9,2,22,17,13,8,9,2,17,10,12,8,9,2,16,18,6,8,9,2,16,6,1
c196919_g1,19,8,8,14,8,23,19,8,8,29,18,43,19,8,8,36,12,21,19,8,8,99,32,14
c196934_g1,1,1,2,66,52,76,1,1,2,58,94,68,1,1,2,53,52,62,1,1,2,125,53,19
c196954_g1,0,0,0,11,5,10,0,0,0,31,26,26,0,0,0,18,6,41,0,0,0,49,16,23
c196969_g5,0,0,1,1,0,1,0,0,1,6,3,2,0,0,1,2,1,3,0,0,1,8,3,1
c196992_g2,26,22,12,83,67,93,26,22,12,91,111,99,26,22,12,122,61,120,26,22,12,194,101,22
c197009_g1,1,0,0,9,1,9,1,0,0,5,8,5,1,0,0,4,0,8,1,0,0,9,5,6
c197024_g1,0,0,1,6,9,7,0,0,1,17,18,16,0,0,1,25,14,65,0,0,1,60,57,26
c197043_g2,2,0,0,26,28,28,2,0,0,22,33,34,2,0,0,24,23,34,2,0,0,64,20,13
c197066_g1,4,6,2,46,31,48,4,6,2,73,117,81,4,6,2,20,34,41,4,6,2,94,30,29
c197086_g1,1,0,0,29,37,31,1,0,0,26,27,33,1,0,0,22,12,16,1,0,0,53,19,10
c197101_g1,67,6,5,3,2,104,67,6,5,2,12,5,67,6,5,1,1,3,67,6,5,7,4,1051
c19711_g1,6,5,15,2,1,0,6,5,15,0,2,0,6,5,15,0,1,0,6,5,15,2,0,1
c197135_g1,0,4,1,11,28,18,0,4,1,11,21,19,0,4,1,10,16,6,0,4,1,14,6,10
c197149_g1,293,207,341,842,604,770,293,207,341,632,634,660,293,207,341,1983,1270,619,293,207,341,1613,795,145
c197164_g2,0,0,0,32,54,48,0,0,0,13,38,36,0,0,0,13,7,9,0,0,0,23,13,12
c197183_g1,16,24,15,11,7,10,16,24,15,12,11,9,16,24,15,6,5,5,16,24,15,25,8,16
c197201_g4,0,0,0,3,1,2,0,0,0,10,9,13,0,0,0,10,6,8,0,0,0,18,5,11
c197219_g4,0,0,0,3,11,11,0,0,0,3,4,7,0,0,0,17,4,7,0,0,0,14,7,1
c197237_g1,10,20,16,19,35,26,10,20,16,12,22,16,10,20,16,12,14,15,10,20,16,39,18,10
c197259_g4,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,4,1,0
c197274_g2,0,0,0,14,14,13,0,0,0,26,19,15,0,0,0,16,11,30,0,0,0,94,28,18
c19728_g1,1,1,0,2,0,1,1,1,0,2,0,1,1,1,0,0,0,1,1,1,0,0,0,1
c197308_g2,518,353,634,1733,1203,1557,518,353,634,1765,1777,2310,518,353,634,5189,2823,1071,518,353,634,4152,1385,337
c197326_g2,8,15,21,14,13,33,8,15,21,21,16,23,8,15,21,16,18,5,8,15,21,90,15,9
c197341_g1,52,26,35,160,139,152,52,26,35,105,115,107,52,26,35,104,107,60,52,26,35,152,70,45
c197360_g6,0,0,0,20,27,46,0,0,0,38,25,39,0,0,0,27,30,49,0,0,0,136,56,5
c197381_g4,1,0,0,8,7,9,1,0,0,6,12,15,1,0,0,20,13,2,1,0,0,13,8,9
c197397_g4,5,3,6,9,12,5,5,3,6,16,18,23,5,3,6,27,9,30,5,3,6,78,28,4
c197405_g9,120,90,116,0,0,0,120,90,116,1,0,0,120,90,116,48,0,0,120,90,116,38,0,0
c197423_g4,6,1,0,9,8,10,6,1,0,13,19,21,6,1,0,9,1,4,6,1,0,11,7,6
c197444_g1,0,1,2,57,57,63,0,1,2,53,82,85,0,1,2,86,36,138,0,1,2,144,71,42
c197460_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
c197477_g3,0,0,0,8,6,5,0,0,0,7,8,7,0,0,0,12,4,2,0,0,0,7,2,5
c197493_g1,1,0,0,68,93,94,1,0,0,58,72,68,1,0,0,63,60,175,1,0,0,155,69,49
c197513_g5,0,0,5,3,11,5,0,0,5,46,29,17,0,0,5,45,34,124,0,0,5,333,189,20
c197529_g1,153,141,162,164,181,226,153,141,162,121,155,172,153,141,162,369,141,162,153,141,162,481,141,88
c197543_g1,2,0,0,10,9,14,2,0,0,16,22,37,2,0,0,12,8,10,2,0,0,24,18,2
c197562_g1,2,0,1,27,14,17,2,0,1,18,13,19,2,0,1,42,8,12,2,0,1,41,13,12
c197582_g3,63,35,63,165,100,239,63,35,63,374,366,441,63,35,63,868,453,540,63,35,63,2308,509,60
c197597_g4,209,212,197,146,76,118,209,212,197,132,217,188,209,212,197,225,88,257,209,212,197,294,158,108
c197615_g2,0,0,1,16,16,15,0,0,1,17,18,27,0,0,1,16,14,13,0,0,1,23,13,15
c197632_g4,0,1,1,15,8,15,0,1,1,22,33,28,0,1,1,11,10,18,0,1,1,59,22,6
c197645_g2,3,4,2,5,1,4,3,4,2,16,17,11,3,4,2,8,5,5,3,4,2,15,14,3
c197665_g2,0,0,0,1,3,4,0,0,0,1,4,6,0,0,0,1,0,2,0,0,0,4,0,2
c197680_g3,1746,1779,1956,2833,1949,3033,1746,1779,1956,2185,2307,2136,1746,1779,1956,3092,1941,861,1746,1779,1956,2642,1523,370
c197691_g1,666,598,785,514,635,629,666,598,785,384,406,471,666,598,785,736,288,371,666,598,785,894,380,307
c197711_g5,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,7,4,1
c197727_g3,0,0,0,4,1,3,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,2,0,3
c197744_g1,1,4,2,2,1,6,1,4,2,1,3,3,1,4,2,7,1,0,1,4,2,4,2,1
c197755_g2,0,0,0,59,19,18,0,0,0,65,70,54,0,0,0,4,17,4,0,0,0,25,13,4
c197770_g6,0,0,2,12,11,11,0,0,2,28,22,23,0,0,2,15,9,19,0,0,2,55,20,8
c197786_g1,81,122,94,24,10,11,81,122,94,20,22,28,81,122,94,22,12,21,81,122,94,32,18,7
c197800_g1,0,0,1,16,2,9,0,0,1,35,75,60,0,0,1,10,10,10,0,0,1,40,13,4
c197813_g3,13,3,4,29,27,34,13,3,4,18,23,36,13,3,4,53,27,7,13,3,4,39,20,12
c197827_g6,0,0,0,11,13,11,0,0,0,17,30,17,0,0,0,12,8,10,0,0,0,53,14,3
c197843_g1,0,0,0,15,5,11,0,0,0,12,11,15,0,0,0,29,23,13,0,0,0,35,17,10
c197857_g5,6,4,0,24,31,23,6,4,0,16,25,28,6,4,0,15,16,14,6,4,0,53,13,3
c197875_g7,2,7,12,13,4,3,2,7,12,12,15,16,2,7,12,1,3,9,2,7,12,19,8,1
c197891_g1,154,112,156,217,104,237,154,112,156,299,377,287,154,112,156,331,212,179,154,112,156,612,234,114
c197906_g1,0,0,0,1,6,1,0,0,0,3,2,6,0,0,0,1,2,0,0,0,0,3,1,2
c197921_g1,5,3,3,11,11,16,5,3,3,14,30,28,5,3,3,8,12,14,5,3,3,54,14,9
c197943_g1,11,7,9,8,12,18,11,7,9,41,71,57,11,7,9,11,4,2,11,7,9,32,13,6
c197963_g1,0,0,0,5,4,5,0,0,0,4,5,3,0,0,0,13,2,4,0,0,0,15,6,2
c197981_g3,3,4,3,7,5,5,3,4,3,6,4,1,3,4,3,4,2,2,3,4,3,5,0,1
c198002_g1,2,1,3,11,24,7,2,1,3,7,13,16,2,1,3,4,6,5,2,1,3,13,3,3
c198019_g3,1,2,0,16,14,9,1,2,0,28,71,55,1,2,0,16,8,15,1,2,0,44,12,8
c198036_g1,847,565,712,1441,1118,1514,847,565,712,1442,1686,1626,847,565,712,3675,1804,971,847,565,712,3043,1048,396
c198051_g1,22,15,24,58,71,61,22,15,24,31,32,42,22,15,24,98,30,402,22,15,24,224,98,106
c198070_g1,0,0,0,15,25,25,0,0,0,34,52,41,0,0,0,13,7,23,0,0,0,100,48,18
c198091_g1,0,0,2,54,44,65,0,0,2,88,143,138,0,0,2,63,40,99,0,0,2,119,81,28
c198108_g3,0,0,1,2,4,4,0,0,1,2,6,1,0,0,1,0,1,1,0,0,1,6,0,0
c198126_g1,0,0,0,30,39,42,0,0,0,69,95,69,0,0,0,52,40,38,0,0,0,133,34,17
c198141_g7,1,0,0,10,9,14,1,0,0,18,23,24,1,0,0,17,8,75,1,0,0,70,49,24
c198159_g3,2,0,0,44,30,61,2,0,0,44,32,54,2,0,0,231,97,324,2,0,0,283,67,82
c198178_g1,7,13,4,5,3,10,7,13,4,5,11,12,7,13,4,7,4,9,7,13,4,16,9,5
c19818_g1,0,0,0,4,0,0,0,0,0,0,8,4,0,0,0,2,1,5,0,0,0,38,0,4
c198213_g1,0,0,0,13,15,9,0,0,0,11,29,13,0,0,0,9,6,6,0,0,0,28,12,8
c198228_g1,0,1,1,24,31,21,0,1,1,28,39,29,0,1,1,13,8,44,0,1,1,59,30,14
c198243_g1,0,0,0,35,29,39,0,0,0,20,44,28,0,0,0,40,12,20,0,0,0,46,33,12
c198264_g2,0,0,0,23,17,20,0,0,0,30,68,32,0,0,0,17,20,117,0,0,0,92,44,54
c198284_g3,0,0,0,2,2,3,0,0,0,3,2,5,0,0,0,3,1,6,0,0,0,12,3,2
c198300_g2,0,0,0,16,19,29,0,0,0,54,51,54,0,0,0,8,15,10,0,0,0,38,19,12
c198319_g1,65,70,79,29,53,31,65,70,79,47,86,60,65,70,79,42,32,24,65,70,79,70,32,14
c198337_g2,1272,1419,1367,1336,715,881,1272,1419,1367,638,1272,1100,1272,1419,1367,374,511,155,1272,1419,1367,351,267,241
c198353_g4,0,0,0,16,16,22,0,0,0,9,13,16,0,0,0,20,9,10,0,0,0,31,7,7
c198369_g3,0,1,2,2,4,6,0,1,2,9,10,11,0,1,2,1,4,6,0,1,2,8,5,3
c198384_g3,119,121,127,196,189,254,119,121,127,182,315,241,119,121,127,307,139,573,119,121,127,447,196,199
c198404_g1,1673,2791,3171,3536,2082,2934,1673,2791,3171,1819,2186,2616,1673,2791,3171,1357,3004,91,1673,2791,3171,1135,821,33
c198421_g1,0,3,0,33,15,31,0,3,0,56,75,59,0,3,0,22,24,63,0,3,0,110,51,50
c198441_g4,8,0,3,153,134,240,8,0,3,344,414,404,8,0,3,366,263,779,8,0,3,1505,618,188
c198460_g1,12,15,7,2,3,1,12,15,7,2,7,5,12,15,7,3,1,19,12,15,7,4,4,3
c19847_g1,0,0,0,3,2,1,0,0,0,5,3,3,0,0,0,0,1,1,0,0,0,4,3,0
c198495_g1,3,10,7,10,7,9,3,10,7,20,12,17,3,10,7,26,14,37,3,10,7,60,24,6
c198509_g3,24624,20192,24276,26644,22286,25595,24624,20192,24276,17550,14382,16546,24624,20192,24276,34958,19013,13993,24624,20192,24276,23479,10901,8694
c198520_g6,0,0,0,20,26,21,0,0,0,25,29,31,0,0,0,3,13,8,0,0,0,25,13,6
c198535_g5,115,97,118,224,113,259,115,97,118,235,226,241,115,97,118,352,201,97,115,97,118,381,183,38
c198553_g1,3,4,7,13,3,12,3,4,7,20,29,22,3,4,7,19,11,23,3,4,7,82,23,10
c198566_g6,199,222,260,47,46,53,199,222,260,15,13,21,199,222,260,32,6,2,199,222,260,22,10,1
c198588_g1,15,30,7,11,16,20,15,30,7,14,22,29,15,30,7,24,16,27,15,30,7,48,14,16
c198603_g2,2,1,1,36,26,34,2,1,1,69,76,71,2,1,1,21,17,51,2,1,1,71,53,26
c198619_g3,113,97,93,115,72,125,113,97,93,104,129,116,113,97,93,75,48,71,113,97,93,151,97,70
c198637_g3,0,0,2,2,2,6,0,0,2,0,1,3,0,0,2,1,3,4,0,0,2,2,1,0
c198653_g3,0,0,0,1,6,4,0,0,0,7,24,10,0,0,0,3,6,4,0,0,0,10,3,7
c198666_g1,1,1,2,56,115,71,1,1,2,68,81,63,1,1,2,31,33,79,1,1,2,134,57,44
c198686_g3,69,119,38,60,89,68,69,119,38,69,115,86,69,119,38,85,38,99,69,119,38,201,51,53
c198709_g9,10,9,12,4,8,8,10,9,12,8,7,3,10,9,12,8,4,4,10,9,12,9,2,3
c198730_g1,0,0,0,15,13,9,0,0,0,11,24,17,0,0,0,4,7,20,0,0,0,15,11,11
c198746_g7,0,0,0,30,15,27,0,0,0,28,25,26,0,0,0,34,23,55,0,0,0,124,43,14
c198762_g4,52,23,28,65,77,79,52,23,28,62,118,53,52,23,28,134,96,82,52,23,28,151,109,29
c198781_g5,0,1,2,177,110,115,0,1,2,145,212,220,0,1,2,65,29,543,0,1,2,248,157,137
c198798_g1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,1,2,5
c198812_g3,13,26,17,10,2,1,13,26,17,0,3,2,13,26,17,0,0,1,13,26,17,6,2,5
c198825_g4,245,348,409,249,129,132,245,348,409,140,370,241,245,348,409,150,143,46,245,348,409,245,52,28
c198839_g1,0,0,0,5,9,8,0,0,0,2,14,7,0,0,0,2,4,14,0,0,0,7,7,4
c198863_g1,67,88,88,91,54,129,67,88,88,117,174,160,67,88,88,58,59,49,67,88,88,208,82,20
c198876_g3,0,0,0,21,37,36,0,0,0,26,21,21,0,0,0,37,27,12,0,0,0,19,14,8
c198889_g1,2,2,1,56,54,63,2,2,1,92,85,119,2,2,1,61,45,161,2,2,1,139,115,45
c198903_g4,59,100,97,18,3,7,59,100,97,4,7,5,59,100,97,0,0,1,59,100,97,4,0,0
c198921_g2,0,0,1,35,21,64,0,0,1,44,72,75,0,0,1,38,31,111,0,0,1,138,63,40
c198935_g2,0,0,0,2,15,6,0,0,0,10,9,7,0,0,0,2,12,23,0,0,0,37,8,5
c198955_g1,2,0,0,33,19,32,2,0,0,54,45,52,2,0,0,57,32,52,2,0,0,101,52,17
c198971_g1,0,0,0,16,16,16,0,0,0,17,25,27,0,0,0,18,17,27,0,0,0,57,15,11
c198993_g1,0,1,0,11,7,11,0,1,0,8,12,16,0,1,0,4,10,12,0,1,0,20,11,8
c199006_g3,0,0,0,7,8,12,0,0,0,6,17,14,0,0,0,4,5,15,0,0,0,13,7,10
c199027_g2,0,0,1,14,6,13,0,0,1,4,9,11,0,0,1,16,5,9,0,0,1,65,6,12
c199044_g3,19,12,7,8,2,6,19,12,7,0,8,1,19,12,7,0,0,0,19,12,7,1,0,1
c199063_g3,21,21,10,38,20,27,21,21,10,21,42,40,21,21,10,71,33,33,21,21,10,116,52,10
c199084_g2,551,526,609,688,715,750,551,526,609,466,531,394,551,526,609,882,431,325,551,526,609,1018,408,149
c19909_g1,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,1,2,0,0,0,2,2,2
c199120_g4,201,149,227,495,351,417,201,149,227,397,595,510,201,149,227,526,611,247,201,149,227,560,268,224
c199135_g2,1,0,1,7,12,13,1,0,1,14,26,20,1,0,1,9,6,11,1,0,1,38,13,4
c199150_g2,11,12,15,52,70,63,11,12,15,25,18,31,11,12,15,66,24,255,11,12,15,91,73,95
c199170_g1,0,0,3,23,15,34,0,0,3,37,49,55,0,0,3,21,15,14,0,0,3,42,21,14
c199184_g3,1,2,5,5,2,7,1,2,5,8,13,15,1,2,5,6,3,6,1,2,5,21,12,6
c199201_g1,0,3,0,0,11,23,0,3,0,4,31,23,0,3,0,0,2,0,0,3,0,0,0,26
c199214_g1,1,2,1,24,11,38,1,2,1,14,9,18,1,2,1,49,32,36,1,2,1,70,30,12
c199227_g3,0,0,2,14,4,10,0,0,2,11,6,13,0,0,2,7,3,7,0,0,2,28,10,5
c199248_g3,222,177,225,1081,982,1263,222,177,225,976,913,1015,222,177,225,1622,853,463,222,177,225,1012,505,467
c199263_g5,3,0,4,15,33,28,3,0,4,12,22,18,3,0,4,5,2,7,3,0,4,24,4,9
c199277_g2,0,1,0,6,4,10,0,1,0,12,11,17,0,1,0,3,4,15,0,1,0,22,15,3
c199293_g1,91,126,99,66,94,75,91,126,99,45,38,56,91,126,99,107,48,42,91,126,99,156,53,141
c199312_g2,1,0,0,9,12,13,1,0,0,12,13,18,1,0,0,5,3,8,1,0,0,33,10,4
c199330_g1,1,1,2,45,34,41,1,1,2,27,22,29,1,1,2,39,16,19,1,1,2,66,19,14
c199347_g7,0,0,0,1,3,12,0,0,0,3,1,1,0,0,0,1,0,2,0,0,0,0,0,4
c199363_g1,68,59,115,135,96,135,68,59,115,47,68,97,68,59,115,76,38,15,68,59,115,88,25,20
c199380_g4,0,0,0,3,2,2,0,0,0,1,5,0,0,0,0,0,2,1,0,0,0,6,0,1
c199397_g4,12,23,8,29,29,23,12,23,8,25,17,12,12,23,8,39,37,35,12,23,8,45,41,16
c199414_g3,0,0,0,4,6,5,0,0,0,14,26,18,0,0,0,11,13,11,0,0,0,53,28,1
c199431_g1,0,0,0,2,3,2,0,0,0,12,7,2,0,0,0,1,9,15,0,0,0,8,10,29
c199449_g3,4,6,6,141,152,177,4,6,6,239,327,243,4,6,6,103,50,265,4,6,6,452,161,113
c199467_g5,0,0,0,2,4,2,0,0,0,5,9,6,0,0,0,4,2,3,0,0,0,2,1,1
c199485_g2,0,2,0,57,90,93,0,2,0,50,52,57,0,2,0,62,56,74,0,2,0,141,29,26
c199500_g1,0,0,0,25,13,15,0,0,0,34,34,36,0,0,0,34,34,32,0,0,0,64,36,7
c199520_g1,16,8,11,25,13,14,16,8,11,20,16,12,16,8,11,20,16,16,16,8,11,15,8,3
c199533_g7,7,4,6,69,63,103,7,4,6,48,42,55,7,4,6,76,46,58,7,4,6,81,61,43
c199548_g1,410,229,249,149,190,144,410,229,249,192,192,163,410,229,249,346,203,62,410,229,249,232,85,59
c199567_g1,175,157,204,559,532,565,175,157,204,538,635,621,175,157,204,872,596,437,175,157,204,1081,440,217
c199583_g1,0,0,0,14,41,28,0,0,0,16,22,23,0,0,0,0,2,13,0,0,0,21,10,7
c199597_g2,1,1,3,14,13,11,1,1,3,12,18,6,1,1,3,9,3,0,1,1,3,7,5,5
c199615_g3,0,0,0,12,10,11,0,0,0,15,26,13,0,0,0,4,5,17,0,0,0,28,11,3
c199631_g2,265,255,245,216,321,366,265,255,245,363,511,375,265,255,245,416,282,330,265,255,245,942,405,402
c199649_g1,2,1,0,46,38,63,2,1,0,49,37,63,2,1,0,109,49,165,2,1,0,188,102,39
c199659_g2,0,1,0,9,7,9,0,1,0,31,22,28,0,1,0,11,32,7,0,1,0,23,36,4
c199674_g2,3,1,0,39,9,28,3,1,0,5,4,8,3,1,0,6,1,7,3,1,0,26,10,452
c199696_g1,23,51,24,24,18,31,23,51,24,31,51,47,23,51,24,1,8,13,23,51,24,19,2,4
c199711_g2,1,0,0,14,12,15,1,0,0,7,17,21,1,0,0,6,6,4,1,0,0,26,8,14
c199730_g1,0,0,0,2,8,9,0,0,0,5,15,13,0,0,0,27,9,7,0,0,0,26,6,15
c199746_g1,31,29,25,34,59,47,31,29,25,48,73,82,31,29,25,126,45,81,31,29,25,257,89,11
c199768_g2,9,6,7,98,113,143,9,6,7,110,143,151,9,6,7,180,216,51,9,6,7,226,79,11
c199781_g3,0,0,0,29,13,28,0,0,0,7,9,24,0,0,0,9,3,34,0,0,0,30,10,8
c199798_g3,0,0,0,20,23,13,0,0,0,26,33,37,0,0,0,14,15,17,0,0,0,41,12,17
c199813_g1,4,4,3,38,58,52,4,4,3,32,32,43,4,4,3,40,22,23,4,4,3,37,15,13
c199834_g1,0,1,0,26,24,32,0,1,0,41,56,72,0,1,0,26,20,62,0,1,0,81,35,36
c199854_g2,371,347,312,356,334,471,371,347,312,294,345,403,371,347,312,906,317,498,371,347,312,988,488,210
c199868_g1,51,67,69,8,15,3,51,67,69,10,8,2,51,67,69,10,8,12,51,67,69,24,3,6
c199883_g3,179,168,186,197,119,194,179,168,186,159,225,121,179,168,186,319,134,106,179,168,186,498,130,37
c19989_g1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1
c199912_g2,0,0,0,4,0,2,0,0,0,3,5,4,0,0,0,3,5,5,0,0,0,0,2,3
c199924_g1,0,0,0,0,4,6,0,0,0,16,14,13,0,0,0,6,4,23,0,0,0,40,31,11
c199942_g2,165,115,153,307,308,290,165,115,153,296,349,257,165,115,153,286,248,85,165,115,153,340,126,230
c199958_g1,0,2,0,5,0,3,0,2,0,1,6,5,0,2,0,1,2,7,0,2,0,8,9,5
c199975_g2,0,1,0,7,8,10,0,1,0,5,8,13,0,1,0,1,2,2,0,1,0,2,6,1
c199987_g5,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c200008_g3,0,0,1,11,14,13,0,0,1,14,21,28,0,0,1,6,7,12,0,0,1,32,16,3
c200020_g8,0,0,0,8,1,5,0,0,0,1,3,1,0,0,0,3,3,3,0,0,0,8,0,0
c200037_g2,38,51,72,27,22,33,38,51,72,23,63,56,38,51,72,34,18,60,38,51,72,92,47,34
c200053_g1,14,16,14,139,210,229,14,16,14,85,123,132,14,16,14,358,145,158,14,16,14,296,92,70
c200071_g6,1,0,0,6,12,8,1,0,0,8,18,14,1,0,0,4,3,9,1,0,0,14,10,3
c200084_g3,4,0,3,1,2,1,4,0,3,7,3,10,4,0,3,1,3,0,4,0,3,4,6,8
c200094_g1,2,0,0,2,2,4,2,0,0,3,4,2,2,0,0,4,0,1,2,0,0,11,2,0
c200107_g6,0,0,0,15,17,19,0,0,0,10,8,16,0,0,0,17,9,14,0,0,0,17,12,8
c200122_g1,578,416,605,185,244,197,578,416,605,108,195,138,578,416,605,93,68,47,578,416,605,128,58,27
c200135_g5,32,4,11,78,24,32,32,4,11,32,47,61,32,4,11,59,64,30,32,4,11,51,24,11
c200152_g1,3,1,1,35,16,17,3,1,1,25,42,43,3,1,1,9,11,47,3,1,1,62,13,19
c200169_g1,0,0,0,19,31,22,0,0,0,22,33,27,0,0,0,25,25,26,0,0,0,34,10,12
c200185_g1,0,0,0,6,6,3,0,0,0,12,16,13,0,0,0,7,5,9,0,0,0,18,8,4
c200206_g2,206,159,150,214,282,221,206,159,150,174,246,227,206,159,150,278,164,127,206,159,150,299,103,66
c200226_g3,0,0,0,7,3,15,0,0,0,11,34,29,0,0,0,12,21,23,0,0,0,28,28,5
c200245_g3,0,0,0,9,8,18,0,0,0,43,62,42,0,0,0,16,12,71,0,0,0,76,33,41
c200257_g1,227,161,177,113,80,109,227,161,177,64,74,73,227,161,177,80,67,106,227,161,177,75,46,117
c200273_g7,1,0,0,37,34,35,1,0,0,57,119,79,1,0,0,20,26,180,1,0,0,162,78,75
c200290_g1,189,115,81,83,88,96,189,115,81,55,93,79,189,115,81,52,72,17,189,115,81,79,32,21
