Gene ID,NC24h_pi_1,NC24h_pi_2,NC24h_pi_3,X24h_pi_1,X24h_pi_2,X24h_pi_3,NC48h_pi_1,NC48h_pi_2,NC48h_pi_3,X48h_pi_1,X48h_pi_2,X48h_pi_3,NC72h_pi_1,NC72h_pi_2,NC72h_pi_3,X72h_pi_1,X72h_pi_2,X72h_pi_3,NC96h_pi_1,NC96h_pi_2,NC96h_pi_3,X96h_pi_1,X96h_pi_2,X96h_pi_3
c207194_g1,95,108,96,168,160,157,95,108,96,134,154,144,95,108,96,323,123,97,95,108,96,238,133,82
c207206_g1,1,0,0,17,19,19,1,0,0,29,54,37,1,0,0,10,15,19,1,0,0,49,13,19
c207214_g2,1,0,0,18,12,12,1,0,0,17,14,19,1,0,0,0,14,2,1,0,0,8,4,18
c207225_g5,329,412,336,97,64,81,329,412,336,56,107,101,329,412,336,34,38,20,329,412,336,74,28,80
c207236_g5,0,0,0,1,1,1,0,0,0,8,12,9,0,0,0,4,3,17,0,0,0,22,19,6
c207252_g3,0,0,0,5,2,0,0,0,0,2,3,1,0,0,0,0,4,4,0,0,0,7,7,2
c207266_g5,45,18,22,8,4,2,45,18,22,4,9,8,45,18,22,23,10,4,45,18,22,13,6,9
c207280_g1,14,19,22,50,72,80,14,19,22,42,41,34,14,19,22,81,45,5,14,19,22,63,25,27
c207295_g2,2,0,0,7,8,8,2,0,0,17,9,12,2,0,0,6,7,3,2,0,0,15,6,5
c207307_g5,0,0,1,62,50,51,0,0,1,103,188,140,0,0,1,25,33,278,0,0,1,191,151,133
c207320_g2,3,3,10,5,10,6,3,3,10,3,15,12,3,3,10,23,13,10,3,3,10,25,7,6
c207338_g2,6,5,11,6,29,20,6,5,11,6,11,6,6,5,11,14,10,6,6,5,11,19,1,2
c207351_g4,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,8,2,0,0,0,0,4,3,1
c207359_g1,611,461,585,666,791,849,611,461,585,748,764,754,611,461,585,1392,814,1077,611,461,585,2414,825,327
c207373_g1,0,0,1,2,3,1,0,0,1,1,3,2,0,0,1,3,2,4,0,0,1,9,2,0
c207382_g6,2,0,0,40,38,28,2,0,0,39,52,39,2,0,0,22,25,10,2,0,0,44,22,14
c207397_g1,629,1156,635,80,67,103,629,1156,635,48,118,81,629,1156,635,94,5,50,629,1156,635,74,33,10
c207410_g3,185,143,219,232,317,331,185,143,219,226,436,320,185,143,219,93,105,138,185,143,219,384,128,59
c207424_g1,1,0,1,75,78,82,1,0,1,58,87,75,1,0,1,80,67,34,1,0,1,124,44,19
c207439_g4,24,14,20,52,132,73,24,14,20,31,51,51,24,14,20,31,27,42,24,14,20,62,27,13
c207453_g2,28451,21336,25198,24955,20120,23838,28451,21336,25198,16419,15619,16289,28451,21336,25198,28667,16327,12000,28451,21336,25198,21718,10894,7858
c207469_g2,0,3,2,12,7,10,0,3,2,6,12,12,0,3,2,7,4,10,0,3,2,17,2,3
c207485_g1,14,13,8,76,74,77,14,13,8,113,177,94,14,13,8,30,26,13,14,13,8,97,33,38
c207497_g1,25,45,1,6,7,12,25,45,1,24,10,11,25,45,1,21,19,8,25,45,1,63,21,6
c207508_g1,185,194,181,116,85,92,185,194,181,129,162,134,185,194,181,81,97,63,185,194,181,253,101,93
c207524_g1,37,18,24,45,36,46,37,18,24,121,258,108,37,18,24,18,24,31,37,18,24,38,19,27
c207537_g3,0,0,0,16,1,11,0,0,0,8,11,14,0,0,0,14,6,8,0,0,0,16,10,3
c207549_g1,351,224,230,406,420,513,351,224,230,607,749,630,351,224,230,556,488,470,351,224,230,1327,685,189
c207559_g4,0,0,0,55,53,63,0,0,0,68,101,101,0,0,0,18,46,127,0,0,0,244,73,48
c207575_g1,1849,1210,1674,1883,1059,2000,1849,1210,1674,1779,1596,1696,1849,1210,1674,3536,2178,1448,1849,1210,1674,4174,1609,426
c207589_g1,9,10,5,28,19,23,9,10,5,24,34,33,9,10,5,17,15,22,9,10,5,57,22,5
c207601_g1,1,0,0,38,25,26,1,0,0,67,107,69,1,0,0,4,21,38,1,0,0,38,27,20
c207613_g1,1325,703,875,712,697,705,1325,703,875,626,857,771,1325,703,875,1711,895,326,1325,703,875,926,434,320
c207626_g1,1345,926,1495,1077,731,1356,1345,926,1495,1645,2052,1708,1345,926,1495,715,715,1343,1345,926,1495,2974,1148,784
c207638_g1,3,1,3,73,55,69,3,1,3,137,225,214,3,1,3,51,44,199,3,1,3,215,113,104
c207647_g5,6,7,6,1,0,3,6,7,6,1,0,0,6,7,6,2,0,0,6,7,6,1,2,0
c207662_g3,2,4,4,3,3,7,2,4,4,6,7,9,2,4,4,9,2,7,2,4,4,9,10,4
c207677_g2,0,1,0,19,9,14,0,1,0,5,24,17,0,1,0,18,5,12,0,1,0,39,7,6
c207687_g3,3,11,1,88,101,102,3,11,1,86,177,156,3,11,1,49,32,54,3,11,1,148,43,49
c207701_g4,80,72,80,92,73,60,80,72,80,52,94,73,80,72,80,77,41,82,80,72,80,106,43,43
c207719_g2,1,1,5,97,67,109,1,1,5,114,221,206,1,1,5,84,52,167,1,1,5,333,103,53
c207731_g5,0,0,1,6,6,3,0,0,1,3,7,6,0,0,1,0,1,6,0,0,1,4,0,1
c207747_g2,185,159,215,141,69,130,185,159,215,85,127,125,185,159,215,161,124,42,185,159,215,156,78,14
c207760_g2,34,42,43,67,47,41,34,42,43,28,63,47,34,42,43,23,16,41,34,42,43,60,21,19
c207772_g2,0,0,1,39,34,75,0,0,1,73,126,144,0,0,1,54,62,147,0,0,1,192,138,35
c207786_g1,51,58,41,42,16,25,51,58,41,62,67,39,51,58,41,263,105,107,51,58,41,343,105,26
c207798_g1,0,2,0,23,37,42,0,2,0,21,51,31,0,2,0,8,7,5,0,2,0,34,25,12
c207813_g2,356,217,364,654,478,787,356,217,364,908,1160,925,356,217,364,1487,719,848,356,217,364,1576,682,487
c207826_g5,0,0,0,27,21,36,0,0,0,23,51,43,0,0,0,21,25,34,0,0,0,45,23,3
c207840_g1,26,8,13,31,39,51,26,8,13,32,63,57,26,8,13,95,53,38,26,8,13,110,84,64
c207850_g3,3,5,1,30,42,52,3,5,1,48,74,59,3,5,1,29,28,54,3,5,1,91,36,29
c207871_g1,0,1,1,19,24,16,0,1,1,21,35,46,0,1,1,16,12,23,0,1,1,35,18,17
c207882_g1,108,86,112,472,378,466,108,86,112,367,490,438,108,86,112,483,317,284,108,86,112,730,275,187
c207893_g9,0,0,0,26,21,27,0,0,0,23,27,31,0,0,0,11,13,111,0,0,0,64,20,22
c207908_g1,6,0,0,50,22,46,6,0,0,94,146,115,6,0,0,72,69,58,6,0,0,246,99,22
c207927_g1,0,0,0,20,7,7,0,0,0,25,104,59,0,0,0,0,9,8,0,0,0,6,5,1
c207939_g7,0,0,0,11,12,6,0,0,0,5,19,9,0,0,0,4,3,3,0,0,0,14,4,7
c207951_g1,216,216,252,171,185,208,216,216,252,233,419,346,216,216,252,305,157,237,216,216,252,962,299,60
c207967_g1,62,31,40,240,238,324,62,31,40,451,755,547,62,31,40,177,159,338,62,31,40,818,284,283
c207981_g6,119,133,127,160,227,205,119,133,127,199,159,168,119,133,127,276,227,111,119,133,127,177,80,38
c207995_g2,0,0,1,78,42,83,0,0,1,84,152,127,0,0,1,56,49,158,0,0,1,159,85,51
c208011_g2,3,5,6,4,23,18,3,5,6,8,6,6,3,5,6,4,4,5,3,5,6,8,4,5
c208024_g1,39,28,35,104,90,68,39,28,35,56,80,55,39,28,35,87,56,145,39,28,35,142,109,86
c208033_g6,47,40,89,0,0,0,47,40,89,0,0,0,47,40,89,21,0,0,47,40,89,20,0,0
c208044_g1,46,50,48,471,438,469,46,50,48,437,443,420,46,50,48,717,324,214,46,50,48,453,234,194
c208056_g7,18,14,23,14,18,25,18,14,23,18,40,33,18,14,23,27,11,40,18,14,23,32,11,15
c208067_g5,3,1,1,44,27,23,3,1,1,83,180,132,3,1,1,3,15,37,3,1,1,45,14,18
c208084_g1,221,186,230,266,315,309,221,186,230,189,291,233,221,186,230,298,197,106,221,186,230,243,96,149
c208094_g1,2,6,4,10,12,13,2,6,4,14,15,16,2,6,4,12,7,5,2,6,4,21,14,199
c208109_g5,0,0,0,9,8,13,0,0,0,26,32,27,0,0,0,9,7,19,0,0,0,57,26,10
c208119_g4,0,18,7,39,28,46,0,18,7,47,69,61,0,18,7,28,19,54,0,18,7,107,35,15
c208133_g2,2,1,0,69,75,71,2,1,0,78,132,100,2,1,0,72,71,116,2,1,0,148,65,45
c208147_g4,0,6,0,19,47,52,0,6,0,27,46,25,0,6,0,30,27,53,0,6,0,61,23,33
c208157_g3,33,12,8,16,6,12,33,12,8,3,24,10,33,12,8,3,6,8,33,12,8,8,3,11
c208176_g3,0,0,0,9,3,2,0,0,0,5,8,11,0,0,0,0,3,4,0,0,0,5,4,4
c208187_g2,7,11,0,26,21,18,7,11,0,25,26,10,7,11,0,9,4,0,7,11,0,0,7,0
c208199_g1,0,0,1,47,68,52,0,0,1,35,35,44,0,0,1,31,28,19,0,0,1,41,20,24
c208211_g2,83,71,68,180,144,324,83,71,68,344,340,407,83,71,68,724,455,477,83,71,68,1029,380,234
c208222_g1,127,99,105,256,272,334,127,99,105,252,329,259,127,99,105,213,163,204,127,99,105,451,198,110
c208229_g5,146,136,129,272,167,261,146,136,129,230,226,264,146,136,129,455,278,82,146,136,129,594,174,73
c208240_g3,0,0,0,7,27,12,0,0,0,1,6,8,0,0,0,8,5,0,0,0,0,7,2,12
c208256_g6,248,352,325,52,22,32,248,352,325,21,26,26,248,352,325,82,57,99,248,352,325,79,48,19
c208268_g1,8,25,62,43,18,17,8,25,62,50,135,67,8,25,62,7,12,20,8,25,62,22,17,13
c208278_g7,2,0,0,19,16,15,2,0,0,8,18,16,2,0,0,20,10,6,2,0,0,21,7,14
c208294_g1,0,1,0,12,13,9,0,1,0,27,40,44,0,1,0,86,29,36,0,1,0,67,40,21
c208305_g2,4,7,0,22,12,15,4,7,0,26,45,55,4,7,0,54,24,19,4,7,0,25,9,11
c208318_g2,0,0,0,6,4,5,0,0,0,7,8,3,0,0,0,1,2,1,0,0,0,7,0,3
c208338_g10,2,1,0,4,3,2,2,1,0,1,2,2,2,1,0,0,0,0,2,1,0,5,0,2
c208350_g1,0,0,0,5,1,2,0,0,0,2,14,6,0,0,0,1,3,7,0,0,0,6,6,3
c208362_g1,0,0,0,7,13,22,0,0,0,13,8,14,0,0,0,33,17,32,0,0,0,98,30,5
c208374_g4,1085,681,782,1490,1328,1806,1085,681,782,1684,1780,1626,1085,681,782,3489,3057,1072,1085,681,782,3488,1253,596
c208388_g4,0,1,0,7,4,3,0,1,0,6,10,12,0,1,0,11,4,7,0,1,0,9,5,4
c208397_g4,236,115,151,324,239,296,236,115,151,209,222,188,236,115,151,446,202,89,236,115,151,326,106,62
c208413_g1,6,5,2,15,18,25,6,5,2,28,44,23,6,5,2,22,17,16,6,5,2,49,15,10
c208426_g3,0,1,0,54,51,40,0,1,0,45,44,47,0,1,0,43,25,53,0,1,0,114,39,13
c208440_g1,131,151,57,67,63,42,131,151,57,86,120,105,131,151,57,144,128,31,131,151,57,95,42,20
c208453_g4,2,3,1,21,23,25,2,3,1,19,45,45,2,3,1,14,15,17,2,3,1,40,21,15
c208465_g1,1,0,2,46,28,74,1,0,2,117,165,124,1,0,2,33,21,65,1,0,2,72,61,31
c208476_g2,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,1,4,1
c208487_g2,1,0,0,34,36,44,1,0,0,55,96,85,1,0,0,26,32,90,1,0,0,138,50,26
c208501_g2,0,1,2,4,0,2,0,1,2,0,0,2,0,1,2,0,0,0,0,1,2,0,0,0
c208515_g1,0,0,0,34,37,48,0,0,0,65,75,74,0,0,0,44,47,105,0,0,0,156,64,39
c208528_g1,337,276,348,529,468,768,337,276,348,374,317,482,337,276,348,1305,460,1229,337,276,348,2479,836,508
c208540_g1,0,1,0,15,15,17,0,1,0,27,29,22,0,1,0,12,5,23,0,1,0,44,12,26
c208555_g1,19,12,15,40,45,48,19,12,15,44,60,65,19,12,15,40,18,57,19,12,15,89,39,27
c208573_g4,967,596,788,792,481,633,967,596,788,464,508,578,967,596,788,917,455,1322,967,596,788,1208,489,388
c208587_g1,374,485,428,1093,2923,1459,374,485,428,569,822,606,374,485,428,732,558,322,374,485,428,721,329,344
c208598_g2,0,0,0,13,9,14,0,0,0,8,17,28,0,0,0,29,17,43,0,0,0,42,21,9
c208609_g5,0,0,1,2,1,6,0,0,1,8,5,8,0,0,1,5,5,5,0,0,1,8,4,4
c208620_g8,0,0,0,4,4,10,0,0,0,8,13,7,0,0,0,3,9,14,0,0,0,20,4,7
c208632_g2,1,3,1,13,25,17,1,3,1,14,20,14,1,3,1,10,6,6,1,3,1,15,4,5
c208649_g8,86,39,61,186,162,200,86,39,61,211,199,238,86,39,61,743,509,44,86,39,61,647,219,39
c208670_g1,285,253,117,21,12,17,285,253,117,53,77,49,285,253,117,27,61,4,285,253,117,26,9,3
c208679_g3,0,0,0,1,7,4,0,0,0,10,7,7,0,0,0,13,2,52,0,0,0,94,34,37
c208689_g4,0,0,0,2,5,5,0,0,0,5,3,2,0,0,0,2,3,6,0,0,0,5,5,4
c208704_g3,28,127,68,119,100,209,28,127,68,102,205,225,28,127,68,274,125,129,28,127,68,321,115,803
c208716_g4,4,3,6,76,89,92,4,3,6,54,84,76,4,3,6,116,64,145,4,3,6,152,67,37
c208728_g3,416,196,229,108,124,84,416,196,229,63,68,73,416,196,229,151,47,54,416,196,229,122,47,19
c208742_g6,109,66,108,161,144,204,109,66,108,183,194,186,109,66,108,409,261,209,109,66,108,555,256,98
c208756_g1,0,0,0,19,23,25,0,0,0,26,36,30,0,0,0,31,18,37,0,0,0,81,22,12
c208764_g2,4318,4750,5360,4480,3495,3883,4318,4750,5360,3246,6010,4847,4318,4750,5360,6023,3038,1482,4318,4750,5360,3994,1486,454
c208780_g3,83,104,77,155,226,217,83,104,77,142,208,191,83,104,77,129,72,75,83,104,77,196,92,44
c208796_g1,0,0,0,44,35,29,0,0,0,22,32,40,0,0,0,33,16,29,0,0,0,43,14,7
c208812_g5,8,6,7,51,56,137,8,6,7,213,172,207,8,6,7,380,202,693,8,6,7,1884,525,445
c208829_g1,0,4,0,101,61,163,0,4,0,148,153,176,0,4,0,80,76,525,0,4,0,603,326,271
c208845_g4,0,1,1,8,5,4,0,1,1,8,1,6,0,1,1,25,10,2,0,1,1,33,1,9
c208859_g3,59,63,81,135,103,146,59,63,81,177,157,159,59,63,81,251,106,44,59,63,81,161,97,70
c208872_g2,303,305,272,1283,1196,1307,303,305,272,984,947,1063,303,305,272,2396,1180,1640,303,305,272,2375,1264,489
c208884_g1,248,128,141,145,132,132,248,128,141,128,160,137,248,128,141,211,151,75,248,128,141,232,57,43
c208898_g2,59,118,71,317,471,637,59,118,71,401,362,382,59,118,71,463,336,504,59,118,71,839,280,222
c208912_g3,0,0,0,6,5,3,0,0,0,6,12,7,0,0,0,13,5,24,0,0,0,11,6,7
c208928_g5,239,315,253,128,64,106,239,315,253,101,218,183,239,315,253,25,37,255,239,315,253,196,91,71
c208940_g3,40,26,28,64,74,92,40,26,28,83,84,91,40,26,28,145,82,85,40,26,28,160,88,43
c208950_g1,0,0,0,4,2,11,0,0,0,15,8,6,0,0,0,29,29,12,0,0,0,69,29,2
c208959_g5,0,0,0,5,2,9,0,0,0,8,12,6,0,0,0,1,6,7,0,0,0,15,11,1
c208969_g6,0,0,0,16,29,22,0,0,0,25,28,34,0,0,0,13,14,107,0,0,0,52,36,21
c208982_g5,175,148,149,438,390,426,175,148,149,398,532,476,175,148,149,623,322,224,175,148,149,680,236,162
c208997_g2,28,26,40,135,82,107,28,26,40,129,163,176,28,26,40,116,64,38,28,26,40,247,169,9
c209012_g4,2,5,16,49,46,47,2,5,16,22,32,18,2,5,16,60,51,25,2,5,16,63,20,11
c209026_g1,154,102,147,152,151,143,154,102,147,129,189,199,154,102,147,309,145,171,154,102,147,243,113,71
c209036_g2,2,3,1,22,8,28,2,3,1,15,4,9,2,3,1,20,5,17,2,3,1,33,24,10
c209051_g4,0,0,1,9,5,6,0,0,1,7,7,3,0,0,1,0,5,5,0,0,1,0,3,2
c209063_g2,0,0,0,5,5,8,0,0,0,4,3,1,0,0,0,3,4,2,0,0,0,10,0,1
c209079_g2,412,590,486,292,298,334,412,590,486,352,504,407,412,590,486,305,220,202,412,590,486,470,261,144
c209088_g2,3,1,8,1,1,0,3,1,8,2,3,2,3,1,8,2,1,3,3,1,8,0,2,1
c209100_g1,1788,2407,2331,467,141,462,1788,2407,2331,294,804,457,1788,2407,2331,2960,750,299,1788,2407,2331,525,425,14
c209112_g1,1,1,4,25,31,48,1,1,4,68,98,92,1,1,4,12,20,71,1,1,4,120,48,42
c209127_g1,1,3,1,33,25,30,1,3,1,25,37,37,1,3,1,38,14,19,1,3,1,61,21,4
c209141_g3,1,0,0,66,48,80,1,0,0,93,169,144,1,0,0,51,31,83,1,0,0,198,130,71
c209159_g2,10,7,7,34,65,42,10,7,7,21,29,22,10,7,7,36,31,19,10,7,7,29,8,18
c209176_g4,7,10,5,0,0,0,7,10,5,1,0,1,7,10,5,0,0,0,7,10,5,0,0,2
c209190_g1,54,38,40,20,32,45,54,38,40,63,77,61,54,38,40,26,38,50,54,38,40,132,56,35
c209206_g1,953,1046,1216,647,487,535,953,1046,1216,495,613,454,953,1046,1216,1449,807,561,953,1046,1216,1306,405,323
c209219_g3,599,466,571,906,1074,1000,599,466,571,874,827,870,599,466,571,1666,976,673,599,466,571,1346,489,367
c209234_g1,2,0,1,23,9,32,2,0,1,23,33,51,2,0,1,17,16,30,2,0,1,40,22,14
c209249_g2,0,0,0,10,6,11,0,0,0,6,0,1,0,0,0,35,10,20,0,0,0,52,15,9
c209263_g2,3,3,1,45,40,51,3,3,1,88,117,112,3,3,1,30,29,79,3,3,1,105,39,49
c209276_g1,26,9,13,46,48,59,26,9,13,44,43,52,26,9,13,120,41,60,26,9,13,155,57,24
c209293_g2,1007,914,961,935,1013,1073,1007,914,961,723,803,820,1007,914,961,1080,611,881,1007,914,961,1722,756,404
c209305_g6,0,0,1,2,1,4,0,0,1,5,10,4,0,0,1,0,0,2,0,0,1,15,3,1
c209320_g1,88,96,58,91,78,83,88,96,58,118,96,107,88,96,58,118,73,43,88,96,58,176,96,29
c20932_g1,1,0,0,7,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,4,25
c209340_g4,4,4,3,10,9,13,4,4,3,26,17,15,4,4,3,27,17,21,4,4,3,36,17,6
c209350_g2,30,28,37,272,227,264,30,28,37,213,238,196,30,28,37,305,198,138,30,28,37,391,145,96
c209366_g1,1524,930,1463,4753,4176,5812,1524,930,1463,4078,4577,5175,1524,930,1463,22160,7985,4497,1524,930,1463,14720,6612,979
c209379_g4,0,0,0,10,4,0,0,0,0,11,6,9,0,0,0,2,2,1,0,0,0,5,2,1
c209395_g1,42,20,35,48,62,69,42,20,35,27,36,29,42,20,35,56,37,23,42,20,35,71,26,14
c209404_g2,0,2,0,17,18,32,0,2,0,25,28,30,0,2,0,30,19,9,0,2,0,26,11,3
c209419_g2,23,44,47,2802,2187,2594,23,44,47,1894,2062,2158,23,44,47,2575,1555,1132,23,44,47,2943,1131,1169
c209433_g3,19,10,6,19,19,12,19,10,6,20,25,14,19,10,6,14,15,27,19,10,6,39,18,10
c209448_g1,0,0,0,43,29,28,0,0,0,50,85,83,0,0,0,10,19,22,0,0,0,32,23,9
c209462_g1,0,1,1,32,23,31,0,1,1,52,81,64,0,1,1,12,15,54,0,1,1,75,53,45
c209470_g2,0,0,0,0,1,6,0,0,0,7,5,3,0,0,0,1,2,6,0,0,0,12,5,2
c209485_g1,1,0,1,55,15,36,1,0,1,51,90,70,1,0,1,21,16,5,1,0,1,62,18,20
c209495_g4,36,1,16,103,73,105,36,1,16,66,60,73,36,1,16,51,23,64,36,1,16,112,49,52
c209505_g1,45,64,66,13,8,21,45,64,66,21,39,21,45,64,66,5,6,19,45,64,66,22,16,10
c209516_g5,0,4,0,35,15,19,0,4,0,23,65,42,0,4,0,28,17,32,0,4,0,45,22,5
c209530_g3,53,42,41,96,71,145,53,42,41,155,132,201,53,42,41,164,100,138,53,42,41,408,160,37
c209545_g1,798,689,916,1002,721,1198,798,689,916,820,1009,1056,798,689,916,1402,1068,1098,798,689,916,1855,912,420
c209555_g3,37,43,36,30,23,37,37,43,36,32,61,62,37,43,36,26,23,63,37,43,36,98,48,14
c209568_g2,51,24,83,412,350,455,51,24,83,362,388,363,51,24,83,647,319,153,51,24,83,452,159,189
c209584_g3,35,42,20,73,65,77,35,42,20,58,106,91,35,42,20,44,35,89,35,42,20,116,42,43
c209595_g2,0,0,0,8,5,13,0,0,0,26,19,29,0,0,0,14,18,20,0,0,0,89,27,6
c209608_g1,1,0,0,7,5,5,1,0,0,14,43,18,1,0,0,9,8,20,1,0,0,36,10,7
c209620_g7,105,67,60,191,175,205,105,67,60,168,188,186,105,67,60,502,264,273,105,67,60,587,196,111
c209630_g3,0,0,0,26,43,35,0,0,0,20,14,20,0,0,0,21,34,11,0,0,0,32,8,6
c209641_g1,0,2,3,15,6,11,0,2,3,41,36,35,0,2,3,17,11,27,0,2,3,31,28,20
c209645_g30,26,23,43,0,0,0,26,23,43,0,0,0,26,23,43,8,0,0,26,23,43,18,0,0
c209651_g1,2,0,0,32,50,54,2,0,0,73,76,62,2,0,0,79,35,62,2,0,0,162,64,16
c209663_g5,3,0,1,1,10,6,3,0,1,5,5,9,3,0,1,8,12,0,3,0,1,5,1,1
c209674_g3,99,44,119,475,334,670,99,44,119,613,521,518,99,44,119,1869,940,379,99,44,119,1792,730,301
c209686_g4,6,5,9,11,17,16,6,5,9,18,14,12,6,5,9,15,7,5,6,5,9,11,10,5
c209699_g3,8,7,7,61,49,95,8,7,7,177,196,200,8,7,7,178,108,297,8,7,7,570,298,58
c209714_g1,123,123,100,165,144,161,123,123,100,126,194,155,123,123,100,215,140,72,123,123,100,175,81,58
c209727_g2,2,0,1,0,0,0,2,0,1,0,0,3,2,0,1,4,0,17,2,0,1,4,3,0
c209741_g8,0,1,0,5,8,6,0,1,0,16,11,10,0,1,0,1,5,1,0,1,0,8,3,3
c209751_g8,0,0,0,16,14,15,0,0,0,8,16,11,0,0,0,4,10,25,0,0,0,41,20,5
c209764_g2,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
c209773_g4,6,9,10,23,32,24,6,9,10,12,26,17,6,9,10,42,17,6,6,9,10,24,8,2
c209785_g3,0,2,2,1,1,1,0,2,2,0,1,0,0,2,2,0,0,2,0,2,2,1,0,1
c209799_g1,8,3,5,37,47,52,8,3,5,33,54,46,8,3,5,38,38,19,8,3,5,119,40,27
c209811_g3,34,42,55,118,106,125,34,42,55,129,126,121,34,42,55,165,134,68,34,42,55,169,78,42
c209823_g1,0,3,0,22,23,21,0,3,0,25,41,33,0,3,0,50,15,81,0,3,0,83,37,24
c209840_g2,0,3,0,25,25,24,0,3,0,26,46,30,0,3,0,12,9,38,0,3,0,39,18,18
c209850_g3,2,0,0,2,1,2,2,0,0,2,7,5,2,0,0,2,8,5,2,0,0,14,4,2
c209865_g1,2,2,28,3,10,9,2,2,28,3,8,7,2,2,28,12,4,32,2,2,28,39,14,14
c209883_g2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,2,0
c209895_g1,1204,769,1140,1518,1155,1575,1204,769,1140,1154,1556,1417,1204,769,1140,2176,1251,779,1204,769,1140,2644,850,488
c209907_g4,0,0,0,9,15,15,0,0,0,8,11,7,0,0,0,5,1,10,0,0,0,21,6,2
c209921_g2,3,2,2,2,1,3,3,2,2,4,3,2,3,2,2,1,5,2,3,2,2,11,8,1
c209931_g2,1,1,5,8,8,18,1,1,5,9,9,5,1,1,5,4,3,5,1,1,5,12,8,7
c209944_g1,162,128,193,591,501,608,162,128,193,451,494,522,162,128,193,1044,445,265,162,128,193,793,342,217
c209959_g2,9,6,1,14,12,11,9,6,1,14,20,10,9,6,1,23,9,9,9,6,1,47,24,14
c209964_g8,20,16,14,0,0,0,20,16,14,0,1,0,20,16,14,6,0,0,20,16,14,7,0,0
c209976_g1,0,0,0,59,40,59,0,0,0,69,60,64,0,0,0,58,28,40,0,0,0,108,97,12
c209988_g1,0,0,0,3,1,3,0,0,0,10,3,4,0,0,0,1,0,21,0,0,0,7,6,1
c210001_g4,1,0,4,73,227,122,1,0,4,36,86,41,1,0,4,29,20,27,1,0,4,79,15,14
c210015_g1,432,369,406,651,529,764,432,369,406,633,740,684,432,369,406,1312,859,354,432,369,406,1289,476,335
c210029_g2,0,0,0,3,5,2,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,1,1
c210042_g1,18,30,47,467,282,536,18,30,47,427,487,500,18,30,47,642,442,600,18,30,47,1074,464,531
c210053_g4,2,0,0,2,3,3,2,0,0,13,34,21,2,0,0,5,3,5,2,0,0,24,9,2
c210066_g2,0,0,0,11,9,11,0,0,0,6,12,7,0,0,0,5,6,13,0,0,0,36,9,7
c210079_g3,1,0,0,4,5,5,1,0,0,5,9,3,1,0,0,10,2,0,1,0,0,29,2,0
c210092_g3,16,31,6,18,24,28,16,31,6,50,27,38,16,31,6,23,0,63,16,31,6,15,11,26
c210110_g1,197,171,238,151,172,153,197,171,238,159,212,182,197,171,238,185,119,50,197,171,238,205,98,52
c210122_g1,0,0,0,21,16,14,0,0,0,51,52,46,0,0,0,36,19,130,0,0,0,175,49,40
c210132_g2,2410,2418,2217,743,747,620,2410,2418,2217,627,985,728,2410,2418,2217,581,481,327,2410,2418,2217,698,355,346
c210145_g1,2,4,16,155,138,195,2,4,16,142,191,181,2,4,16,88,58,142,2,4,16,287,112,93
c210159_g1,0,0,0,21,30,30,0,0,0,38,57,44,0,0,0,15,10,28,0,0,0,41,15,11
c210175_g3,44,45,33,49,66,69,44,45,33,65,72,66,44,45,33,47,76,67,44,45,33,123,100,9
c210186_g1,18,35,20,31,25,26,18,35,20,40,52,35,18,35,20,17,6,14,18,35,20,39,19,17
c210198_g2,13,7,14,248,198,305,13,7,14,267,336,295,13,7,14,331,238,238,13,7,14,345,210,246
c210213_g4,1,1,1,41,51,58,1,1,1,75,118,78,1,1,1,59,57,292,1,1,1,207,94,63
c210225_g2,83,41,84,618,489,621,83,41,84,624,621,732,83,41,84,908,725,584,83,41,84,893,574,329
c210236_g3,2,2,0,28,16,20,2,2,0,34,53,50,2,2,0,16,13,26,2,2,0,34,26,12
c210250_g1,0,0,0,2,1,2,0,0,0,12,8,6,0,0,0,9,4,13,0,0,0,18,16,6
c210258_g3,0,0,0,27,31,46,0,0,0,64,63,63,0,0,0,84,37,74,0,0,0,209,150,18
c210269_g8,9,7,13,7,15,9,9,7,13,11,20,21,9,7,13,8,7,12,9,7,13,16,9,6
c210281_g4,5,9,3,7,7,5,5,9,3,3,9,2,5,9,3,3,5,12,5,9,3,4,3,15
c210295_g3,2,3,5,33,37,58,2,3,5,54,56,49,2,3,5,88,46,111,2,3,5,275,78,28
c210310_g4,11,13,7,30,41,45,11,13,7,19,36,36,11,13,7,32,14,17,11,13,7,33,25,11
c210319_g3,0,1,0,6,4,13,0,1,0,24,26,16,0,1,0,9,11,12,0,1,0,68,28,9
c210331_g1,7,3,3,20,23,17,7,3,3,29,34,32,7,3,3,25,8,92,7,3,3,72,38,15
c210343_g1,0,0,0,13,24,25,0,0,0,17,13,13,0,0,0,22,17,9,0,0,0,25,7,5
c210355_g6,0,2,0,3,2,3,0,2,0,3,12,4,0,2,0,6,2,11,0,2,0,19,7,6
